Label,Id,most_published_topic
Peiyong Li,43829,Healthcare and Biomedical Applications of AI
Won Jo,43830,Machine Learning Algorithms and Theoretical AI
Kibeom Kim,43831,
Kamalakanta Sahoo,43832,
Chaozheng Wang,43833,Large Language Models and Natural Language Processing
Matthew Baran,43834,Emerging Technologies and Future Trends in AI
Fan Zeng,43835,
Zifan Chen,43836,Healthcare and Biomedical Applications of AI
Jiho Heo,43837,Healthcare and Biomedical Applications of AI
Mario Šaško,43838,Large Language Models and Natural Language Processing
Siwei Dong,43839,"AI in Education, Art, and Creative Industries"
Ran Ju,43840,Computer Vision and Image Processing
Orson Mengara,43841,Cybersecurity and Information Security with AI
Florian Bernard,43842,Machine Learning Algorithms and Theoretical AI
Shujian Zhang,43843,Large Language Models and Natural Language Processing
Qibin Liang,43844,Large Language Models and Natural Language Processing
James Grimmelmann,43845,Machine Learning Algorithms and Theoretical AI
Zhenxiong Tan,43846,Data Science and Analytics
Saeed Parsa,43847,Data Science and Analytics
Guowei Yang,43848,Emerging Technologies and Future Trends in AI
Prasann Singhal,43849,Machine Learning Algorithms and Theoretical AI
Yulu Gan,43850,Computer Vision and Image Processing
Amol Mandhane,43851,Large Language Models and Natural Language Processing
Laurent Sauvage,43852,Cybersecurity and Information Security with AI
Philipp Christian Petersen,43853,Large Language Models and Natural Language Processing
Masud Moshtaghi,43854,Large Language Models and Natural Language Processing
Mikhail Yurochkin,43855,Machine Learning Algorithms and Theoretical AI
Yangyang Shi,43856,Machine Learning Algorithms and Theoretical AI
Brent Mittelstadt,43857,"AI Ethics, Society, and Policy"
Longtao Zheng,43858,Machine Learning Algorithms and Theoretical AI
João Nadkarni,43859,
Luciano Cavalcante Siebert,43860,"AI Ethics, Society, and Policy"
Forrest Laine,43861,Machine Learning Algorithms and Theoretical AI
Niklas Åkerblom,43862,Machine Learning Algorithms and Theoretical AI
Wael Hamza,43863,Large Language Models and Natural Language Processing
Hongming Shan,43864,Computer Vision and Image Processing
Lizzy Farrugia,43865,Healthcare and Biomedical Applications of AI
Adriana Kovashka,43866,Computer Vision and Image Processing
M. Osama Ataullah,43867,"AI in Education, Art, and Creative Industries"
Aditya Narayan Ravi,43868,Machine Learning Algorithms and Theoretical AI
Mohamed Aymen Labiod,43869,AI in Social Sciences and Humanities
Gianluca Mancusi,43870,Computer Vision and Image Processing
Ege Erdogan,43871,Large Language Models and Natural Language Processing
Kristen Morse,43872,Computer Vision and Image Processing
Liming Chen,43873,"AI Ethics, Society, and Policy"
Shekoofeh Azizi,43874,Computer Vision and Image Processing
Jérôme Arjonilla,43875,Machine Learning Algorithms and Theoretical AI
Long Wang,43876,AI in Social Sciences and Humanities
Mingyu Xiao,43877,Machine Learning Algorithms and Theoretical AI
Kwangkee Lee,43878,Machine Learning Algorithms and Theoretical AI
Yassin Mohamadi,43879,Machine Learning Algorithms and Theoretical AI
Man Lin,43880,Machine Learning Algorithms and Theoretical AI
Marcel Beetz,43881,Healthcare and Biomedical Applications of AI
Seongju Hwang,43882,Computer Vision and Image Processing
Islam Debicha,43883,Cybersecurity and Information Security with AI
Sarthak Yadav,43884,Large Language Models and Natural Language Processing
Olivier Sigaud,43885,Machine Learning Algorithms and Theoretical AI
David Salvador Jasin,43886,Data Science and Analytics
Guoxuan Xia,43887,Machine Learning Algorithms and Theoretical AI
Maris F. L. Galesloot,43888,Machine Learning Algorithms and Theoretical AI
Dario Farina,43889,
Lorenz Wolf,43890,"Robotics, Autonomous Systems, and Control"
Kanjun Qiu,43891,Machine Learning Algorithms and Theoretical AI
Xiangyu Chen,43892,Computer Vision and Image Processing
Gautham Vasan,43893,Machine Learning Algorithms and Theoretical AI
Jingdi Chen,43894,"Robotics, Autonomous Systems, and Control"
Thomas Zimmermann,43895,Large Language Models and Natural Language Processing
Jenny T. Liang,43896,"AI Ethics, Society, and Policy"
Freddy Lecue,43897,"AI Ethics, Society, and Policy"
Anamaria-Beatrice Spulber,43898,"AI Ethics, Society, and Policy"
Qiaosen Wang,43899,Large Language Models and Natural Language Processing
Bhavdeep Sachdeva,43900,Computer Vision and Image Processing
Vinay Pursnani,43901,"AI in Education, Art, and Creative Industries"
Jeffrey Heer,43902,
Diego Letzen,43903,"AI Ethics, Society, and Policy"
Zezhong Jin,43904,Computer Vision and Image Processing
Maximilian Luz,43905,Computer Vision and Image Processing
Andrew Cropper,43906,Machine Learning Algorithms and Theoretical AI
Gokul Srinivasagan,43907,Data Science and Analytics
Arnav Jain,43908,Data Science and Analytics
Soran Parsa,43909,"Robotics, Autonomous Systems, and Control"
Kevin Denamganaï,43910,Machine Learning Algorithms and Theoretical AI
Mohsen Sadr,43911,Machine Learning Algorithms and Theoretical AI
Yijie Teng,43912,Machine Learning Algorithms and Theoretical AI
Ethan Shaotran,43913,Emerging Technologies and Future Trends in AI
Mateusz Baran,43914,
Phantharach Natnithikarat,43915,Machine Learning Algorithms and Theoretical AI
Milind B. Ratnaparkhe,43916,Data Science and Analytics
Hwan Kim,43917,Machine Learning Algorithms and Theoretical AI
Atul Singh,43918,Large Language Models and Natural Language Processing
Alejandro Ribés,43919,Machine Learning Algorithms and Theoretical AI
Yongchan Kwon,43920,Machine Learning Algorithms and Theoretical AI
Vinay Chakravarthi Gogineni,43921,Machine Learning Algorithms and Theoretical AI
Federico Cerutti,43922,AI in Social Sciences and Humanities
Miang yan,43923,Large Language Models and Natural Language Processing
Jaehoon Lee,43924,Machine Learning Algorithms and Theoretical AI
Zifan Guo,43925,"AI in Education, Art, and Creative Industries"
Andrius Bernatavicius,43926,"AI in Education, Art, and Creative Industries"
Wen Shen,43927,
Seungjun Moon,43928,Large Language Models and Natural Language Processing
Yaorui Shi,43929,Large Language Models and Natural Language Processing
Hao Li,43930,Machine Learning Algorithms and Theoretical AI
Qianli Shen,43931,Machine Learning Algorithms and Theoretical AI
Shuchao Deng,43932,Computer Vision and Image Processing
Tanay Komarlu,43933,Machine Learning Algorithms and Theoretical AI
Ahmed Refaey,43934,Machine Learning Algorithms and Theoretical AI
Diederik P. Kingma,43935,Machine Learning Algorithms and Theoretical AI
Tianpei Zou,43936,Machine Learning Algorithms and Theoretical AI
Ivan Gorban,43937,Data Science and Analytics
Anna Sergeevna Bosman,43938,Machine Learning Algorithms and Theoretical AI
Yike Zhao,43939,Large Language Models and Natural Language Processing
Ruihai Wu,43940,Computer Vision and Image Processing
Joseph D. Ramsey,43941,Machine Learning Algorithms and Theoretical AI
John Cobb,43942,Machine Learning Algorithms and Theoretical AI
Bilash Saha,43943,Healthcare and Biomedical Applications of AI
Changbae Ahn,43944,Large Language Models and Natural Language Processing
Alan F. Smeaton,43945,Healthcare and Biomedical Applications of AI
Ilker Oguz,43946,Emerging Technologies and Future Trends in AI
Zhou Ziheng,43947,
Maxime Rivard,43948,Machine Learning Algorithms and Theoretical AI
Ching-Wen Wang,43949,Data Science and Analytics
Daniel Neider,43950,Machine Learning Algorithms and Theoretical AI
Kristof Denolf,43951,Data Science and Analytics
Hirohiko Abe,43952,
Meng Jiang,43953,Large Language Models and Natural Language Processing
 Luzón,43954,"AI Ethics, Society, and Policy"
Xiaoming Ren,43955,Large Language Models and Natural Language Processing
Francesco Giannini,43956,Machine Learning Algorithms and Theoretical AI
Shaohan Chen,43957,AI for Industrial Automation and Manufacturing
Chengfeng Mao,43958,Healthcare and Biomedical Applications of AI
Mahdiyar Molahasani,43959,Computer Vision and Image Processing
Sonam Kharade,43960,"Robotics, Autonomous Systems, and Control"
Hongtao Lu,43961,Machine Learning Algorithms and Theoretical AI
Gene Li,43962,Machine Learning Algorithms and Theoretical AI
Sage Andrus Bergerson,43963,Machine Learning Algorithms and Theoretical AI
John Berkowitz,43964,Machine Learning Algorithms and Theoretical AI
 Selja,43965,"AI Ethics, Society, and Policy"
Shashank Rajput,43966,Machine Learning Algorithms and Theoretical AI
Haotian Xue,43967,Computer Vision and Image Processing
Liming Wang,43968,Data Science and Analytics
Pooya Ronagh,43969,Cybersecurity and Information Security with AI
Artem Molchanov,43970,AI in Social Sciences and Humanities
Gunes Karabulut Kurt,43971,Machine Learning Algorithms and Theoretical AI
Menna Nawar,43972,Data Science and Analytics
Rainer Rehak,43973,"AI Ethics, Society, and Policy"
Miguel A. Dávila,43974,Data Science and Analytics
Tianjian Lu,43975,Large Language Models and Natural Language Processing
Hatim Chergui,43976,Machine Learning Algorithms and Theoretical AI
Jiequn Han,43977,Machine Learning Algorithms and Theoretical AI
Patricia Mateiu,43978,Large Language Models and Natural Language Processing
Omid Taheri,43979,Computer Vision and Image Processing
Isabella Gonçalves,43980,AI in Social Sciences and Humanities
Tiantian Zhang,43981,Machine Learning Algorithms and Theoretical AI
Yingdong Hu,43982,"Robotics, Autonomous Systems, and Control"
Oren Tsur,43983,Data Science and Analytics
Tao Gui,43984,Large Language Models and Natural Language Processing
Bin Liu,43985,Computer Vision and Image Processing
Laura Alvarez-Florez,43986,
Mohsen Ali,43987,Computer Vision and Image Processing
Zhenzhong Lan,43988,Large Language Models and Natural Language Processing
Ashish V. Thapliyal,43989,"Robotics, Autonomous Systems, and Control"
Dharini Priscilla,43990,Data Science and Analytics
Kevin Chen-Chuan Chang,43991,Large Language Models and Natural Language Processing
Anh T. V. Dau,43992,Data Science and Analytics
Ellen Hidemi Fukuda,43993,Machine Learning Algorithms and Theoretical AI
Bibi Storay Fazli,43994,Large Language Models and Natural Language Processing
Ignacio Sanchez,43995,Large Language Models and Natural Language Processing
Anders Jonsson,43996,Machine Learning Algorithms and Theoretical AI
Han-Dong Lim,43997,Machine Learning Algorithms and Theoretical AI
Sagi Dalyot,43998,Data Science and Analytics
Eduard Oravkin,43999,Healthcare and Biomedical Applications of AI
Weiteng Chen,44000,Large Language Models and Natural Language Processing
Reijo Jaakkola,44001,Machine Learning Algorithms and Theoretical AI
Tyna Eloundou,44002,"AI Ethics, Society, and Policy"
Simon Hadfield,44003,Machine Learning Algorithms and Theoretical AI
Yuanming Shi,44004,Emerging Technologies and Future Trends in AI
Zhibin Dong,44005,Data Science and Analytics
Jesslyn Hwei Sing Chong,44006,Healthcare and Biomedical Applications of AI
Markus Karch,44007,AI for Industrial Automation and Manufacturing
Habtom Kahsay Gidey,44008,"AI in Education, Art, and Creative Industries"
Yucong Duan,44009,"AI Ethics, Society, and Policy"
Kevin Crowston,44010,"AI in Education, Art, and Creative Industries"
Dhananjay Thiruvady,44011,Data Science and Analytics
Songqi Wang,44012,Emerging Technologies and Future Trends in AI
Yun Su,44013,
Mirac Suzgun,44014,Large Language Models and Natural Language Processing
Richard Tanburn,44015,Large Language Models and Natural Language Processing
Yining Ye,44016,Machine Learning Algorithms and Theoretical AI
Nirbhay Modhe,44017,Machine Learning Algorithms and Theoretical AI
Marvellous Ajala,44018,Healthcare and Biomedical Applications of AI
Shreyasi Mandal,44019,Cybersecurity and Information Security with AI
Son N. Tran,44020,
Michael Milford,44021,Computer Vision and Image Processing
Angel F. García-Fernández,44022,Computer Vision and Image Processing
Florian Roehrbein,44023,Machine Learning Algorithms and Theoretical AI
Yimin Ding,44024,"Robotics, Autonomous Systems, and Control"
Siqi Zheng,44025,Large Language Models and Natural Language Processing
Dongsheng Han,44026,Computer Vision and Image Processing
Connor Pryor,44027,"Robotics, Autonomous Systems, and Control"
Hong Xie,44028,Machine Learning Algorithms and Theoretical AI
James E. Kostas,44029,Machine Learning Algorithms and Theoretical AI
Juho Leinonen,44030,Large Language Models and Natural Language Processing
Nachuan Xiao,44031,Machine Learning Algorithms and Theoretical AI
Zhiyao Li,44032,Emerging Technologies and Future Trends in AI
Thomas Friedel,44033,Computer Vision and Image Processing
Roy H. Kwon,44034,"AI in Education, Art, and Creative Industries"
Alexander Toshev,44035,"Robotics, Autonomous Systems, and Control"
Sebastian Dill,44036,
Yanjun Li,44037,Machine Learning Algorithms and Theoretical AI
Daiki E. Matsunaga,44038,Machine Learning Algorithms and Theoretical AI
Lucca Santos Borborema,44039,Machine Learning Algorithms and Theoretical AI
Hamza Kheddar,44040,
Wenbin Hu,44041,Machine Learning Algorithms and Theoretical AI
Ziqing Lu,44042,Machine Learning Algorithms and Theoretical AI
Edward Berman,44043,Machine Learning Algorithms and Theoretical AI
Jun Yuan,44044,Machine Learning Algorithms and Theoretical AI
BloodCounts! Collaboration,44045,Healthcare and Biomedical Applications of AI
Mehedi Hasan Anik,44046,
Hugo JWL. Aerts,44047,Healthcare and Biomedical Applications of AI
Daniel D. Lee,44048,Machine Learning Algorithms and Theoretical AI
Lorenz Mindner,44049,
Andres Felipe Cruz-Salinas,44050,Large Language Models and Natural Language Processing
Fereshteh Momenifar,44051,Machine Learning Algorithms and Theoretical AI
George H. G. Fonseca,44052,Machine Learning Algorithms and Theoretical AI
Chuyuan Wang,44053,Machine Learning Algorithms and Theoretical AI
Léon Zheng,44054,Cybersecurity and Information Security with AI
Julia E. Vogt,44055,Machine Learning Algorithms and Theoretical AI
Amit Agrawal,44056,Computer Vision and Image Processing
Kee Siong Ng,44057,Machine Learning Algorithms and Theoretical AI
Aarash Feizi,44058,Machine Learning Algorithms and Theoretical AI
Qiang Qiu,44059,Computer Vision and Image Processing
Jason Jones,44060,Machine Learning Algorithms and Theoretical AI
Arjun Bhorkar,44061,"Robotics, Autonomous Systems, and Control"
Paul Pu Liang,44062,Machine Learning Algorithms and Theoretical AI
Zicong Hong,44063,Machine Learning Algorithms and Theoretical AI
Sandhitsu R. Das,44064,Healthcare and Biomedical Applications of AI
Mohammad Kazem Bakhshizadeh,44065,Machine Learning Algorithms and Theoretical AI
Emna Baccour,44066,"Robotics, Autonomous Systems, and Control"
Denghuang Zhang,44067,Computer Vision and Image Processing
